POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,FGFR2
POLB,XRCC1,PARP1,RPA4,PAFAH1B2
POLB,PCNA,PRDX6,SPR,ARHGAP15
POLB,XRCC1,POLI,RIGI,PHB
POLB,H2BC21,KAT2A,SLC44A2
POLB,PCNA,ZBTB38,PPP2R2A,RAB25
POLB,H2BC21,IGSF3,TSPAN15
POLB,XRCC1,KLF6,NR0B2,ATP12A
POLB,PCNA,PRDX3,ATP5F1B,PIGN
POLB,PCNA,XPA,GTF2H1,IL17RB
POLB,PCNA,PRDX6,SPR,NECTIN4
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1,PTPRU
POLB,PCNA,RHOF,TIAM1,KCNE3
POLB,PCNA,RHOF,TIAM1,NCR3LG1,CD200R1
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,MYSM1,STING1
POLB,PCNA,H3C12,TPR,SNF8
POLB,PCNA,RHOF,TIAM1,CA9
POLB,PCNA,ZBTB38,PPP2R2A,KCNG3
POLB,H2BC8,HMG20A,PAWR
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,UBC,TBC1D15,GJA4
POLB,PCNA,EP300,TGS1,PTAFR
POLB,PCNA,CALR,TMX3,PLPP1
POLB,PCNA,UBE2D3,BIRC7,LAMP3
POLB,H2BC21,BRPF1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RELA,ASB9,PLP2
POLB,PCNA,CALR,TMX3,ADGRL3
POLB,PCNA,P4HB,RIPK1,RGS6
POLB,PCNA,RHOF,TIAM1,EMC6,MMD
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1,NCF4
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,PRDX6,SPR,RAP1GAP2
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1,AQP5
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RELA,ASB9,NALCN
POLB,PCNA,RHOF,TIAM1,SIRPD
POLB,PCNA,RHOF,TIAM1,SLC7A3
POLB,PCNA,GOLGA1,DVL3,KLHL13,KIRREL2
POLB,PCNA,PRDX6,SPR,ITGAX
POLB,XRCC1,PARP1,RPA4,HPN
POLB,PCNA,PRDX3,ATP5F1B
POLB,H2BC21,CDK14,GDE1
POLB,XRCC1,KLF6,NR0B2,NLRX1
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,ZMYM2,C8A,C8B
POLB,LIG3,NR3C1,CLPTM1L,TSPAN4
POLB,PCNA,RHOF,TIAM1,GPD1L
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,KLF6,NR0B2,OSMR
POLB,PCNA,ZBTB38,PPP2R2A,FAM120A
POLB,PCNA,ZBTB38,PPP2R2A,CDC42EP4
POLB,PCNA,RHOF,TIAM1,SLC16A4
POLB,XRCC1,POLL,FAM9B,SLC16A3
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,TDGF1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,KPNA1,TPX2,PTPRCAP
POLB,H2BC21,PKMYT1,INSRR
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,IGF1R,ADAMTS4,OR2M7
POLB,H2BC8,HEATR1,SPN
POLB,H2BC8,ACTB,DCTN5,OR4E2
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,DHX15,SF3B5,CRLF3
POLB,XRCC1,KLF10,TNS1,ENPP1
POLB,H2BC8,CTCF,ZMYM1,PLEKHM3
POLB,PCNA,PRDX3,ATP5F1B
POLB,H2BC8,TAF5L,ALOX15B
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,RELA,ASB9,KCNQ3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,CALR,TMX3
POLB,XRCC1,PARP1,RPA4,ARHGEF18
POLB,XRCC1,KLF10,TNS1,SLC9A3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,EP300,TGS1,MEP1A
POLB,PCNA,EZH2,CRY2,PLCE1
POLB,PCNA,RHOF,TIAM1,EFNB3
POLB,PCNA,RHOF,TIAM1,RAB15
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,PARP1,RPA4,NOX4
POLB,PCNA,RHOF,TIAM1,EPOR
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1,SLC4A8
POLB,PCNA,RHOF,TIAM1,CACNA1S
